Library,Commit,Parent Module,API,Advisory Link,Anomaly,Anomaly description,Category,Reproducing Example,Vulnerable Parameter,Root cause 1,Root cause 2
Tensorflow,https://github.com/tensorflow/tensorflow/commit/61f0f9b94df8c0411f0ad0ecc2fec2d3f3c33555,tf,tf.reshape,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f4w6-h4f5-wx45,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,shape=tf.constant([0 for i in range(255)],"tensor, shape",N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e57fd691c7b0fd00ea3bfe43444f30c1969748b5,tf.raw_ops,tf.histogram_fixed_width,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xrp2-fhq4-4q3w,NaN input tensor,"NaN stands for ""Not a Number"" and is a special value used to represent undefined or unrepresentable results in numerical computations. In the context of an input tensor, a NaN input tensor refers to a tensor that contains one or more NaN values. Also, when arguments of type tensor are assign with NaN values.",Tensor,values=np.nan,values,N.A,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/bd4d5583ff9c8df26d47a23e508208844297310e,tf.raw_ops,tf.ragged.constant,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cwpm-f78v-7m5c,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,ragged_rank=8968073515812833920,pylist,N.A,memory consumption
Tensorflow,https://github.com/tensorflow/tensorflow/commit/84563f265f28b3c36a15335c8b005d405260e943,tf.strings,tf.strings.unsorted_segment_join,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hx9q-2mx4-m4pg,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,num_segments=-1,num_segments,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/30721cf564cb029d34535446d6a5a6357bebc8e7,tf.raw_ops,tf.raw_ops.EditDistance,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2r2f-g8mw-9gvr,Negative input tensor,"A negative input tensor refers to a tensor that contains negative values. In other words, the elements of the tensor have a value less than zero.",Tensor,"hypothesis_indices = tf.constant(-1250999896764, shape=[3, 3], dtype=tf.int64), truth_indices = tf.constant(-1250999896764, shape=[3, 3], dtype=tf.int64)","hypothesis_indices, truth_indices",N.A,segfault
Tensorflow,https://github.com/tensorflow/tensorflow/commit/acd56b8bcb72b163c834ae4f18469047b001fadf,tf.raw_ops,tf.raw_ops.SpaceToBatchND,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jjm6-4vf7-cjh4,Negative input tensor,"A negative input tensor refers to a tensor that contains negative values. In other words, the elements of the tensor have a value less than zero.",Tensor,"block_shape = tf.constant(-1879048192, shape=[2], dtype=tf.int64)",block_shape,integer overflow,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/0f0b080ecde4d3dfec158d6f60da34d5e31693c4,tf.raw_ops,tf.raw_ops.QuantizedConv2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-pqhm-4wvf-2jg8,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"min_input = tf.constant([], shape=[0], dtype=tf.float32)
max_input = tf.constant(0, shape=[], dtype=tf.float32)
min_filter = tf.constant(0, shape=[], dtype=tf.float32)
max_filter = tf.constant(0, shape=[], dtype=tf.float32)","min_input, max_input, min_filter, max_filter",nullptr dereference,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/11ced8467eccad9c7cb94867708be8fa5c66c730,tf.raw_ops,tf.raw_ops.SparseTensorDenseAdd,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rc9w-5c64-9vqq,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"a_values = tf.constant([], shape=[0], dtype=tf.float32)
a_shape = tf.constant([6, 12], shape=[2], dtype=tf.int64) a_indices = tf.constant(0, shape=[17, 2], dtype=tf.int64)","a_values, a_shape, a_indices",nullptr dereference,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a5b89cd68c02329d793356bda85d079e9e69b4e7,tf.raw_ops,tf.raw_ops.QueueIsClosedV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5wpj-c6f7-24x8,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,handle=[],handle,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/dbdd98c37bc25249e8f288bd30d01e118a7b4498,tf.summary,tf.summary.flush,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5wpj-c6f7-24x8,Empty input argument,Empty input argument,TF_OBJECT,writer=(),writer,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/174c5096f303d5be7ed2ca2662b08371bff4ab88,tf.raw_ops,tf.raw_ops.Conv3DBackpropFilterV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5v77-j66x-4c4g,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"filter_sizes=tf.constant(0, shape=[], dtype=tf.int32)",filter_sizes,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"x=tf.constant(0.837607, shape=[28,29], dtype=tf.float32),",x,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"cs_prev=tf.constant(0, shape=[28,17], dtype=tf.float32),",cs_prev,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"h_prev=tf.constant(0.592631638, shape=[28,17], dtype=tf.float32),",h_prev,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"w=tf.constant(0.887386262, shape=[46,68], dtype=tf.float32),",w,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"wci=tf.constant(0, shape=[], dtype=tf.float32),",wci,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"wcf=tf.constant(0, shape=[17], dtype=tf.float32),",wcf,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"wco=tf.constant(0.592631638, shape=[28,17], dtype=tf.float32),",wco,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/803404044ae7a1efac48ba82d74111fce1ddb09a,tf.raw_ops,tf.raw_ops.LSTMBlockCell,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2vv3-56qg-g2cf,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"b=tf.constant(0.75259006, shape=[68], dtype=tf.float32),",b,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ea50a40e84f6bff15a0912728e35b657548cef11,tf.raw_ops,tf.raw_ops.SparseTensorToCSRSparseMatrix,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mg66-qvc5-rm93,Scalar input tensor,"A scalar input tensor refers to a tensor with a rank of 0, meaning it has zero dimensions. In other words, a scalar input tensor represents a single value without any additional structure or dimensions.",Tensor,"indices = tf.constant(53, shape=[3], dtype=tf.int64)",indices,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ea50a40e84f6bff15a0912728e35b657548cef11,tf.raw_ops,tf.raw_ops.SparseTensorToCSRSparseMatrix,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mg66-qvc5-rm93,Scalar input tensor,"A scalar input tensor refers to a tensor with a rank of 0, meaning it has zero dimensions. In other words, a scalar input tensor represents a single value without any additional structure or dimensions.",Tensor,"values = tf.constant(0.554979503, shape=[218650], dtype=tf.float32)",dense_shape,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/3150642acbbe254e3c3c5d2232143fa591855ac9,tf.raw_ops,tf.raw_ops.LoadAndRemapMatrix,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p9rc-rmr5-529j,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"initializing_values = tf.constant([], shape=[0, 1], dtype=tf.float32)",initializing_values ,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/13d38a07ce9143e044aa737cfd7bb759d0e9b400,tf.raw_ops,tf.raw_ops.UnsortedSegmentJoin,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hrg5-737c-2p56,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"num_segments=tf.constant(0, shape=[12], dtype=tf.int64))",num_segments,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/cebe3c45d76357d201c65bdbbf0dbe6e8a63bbdb,tf.raw_ops,tf.raw_ops.StagePeek,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h48f-q7rw-hvr7,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"index = tf.constant([], shape=[0], dtype=tf.int32)",index,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/48305e8ffe5246d67570b64096a96f8e315a7281,tf.raw_ops,tf.raw_ops.GetSessionTensor,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fv25-wrff-wf86,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"handle = tf.constant(""[]"", shape=[0], dtype=tf.string)",handle,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/cff267650c6a1b266e4b4500f69fbc49cdd773c5,tf.raw_ops,tf.raw_ops.DeleteSessionTensor,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h5g4-ppwx-48q2,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"handle = tf.constant(""[]"", shape=[0], dtype=tf.string)",,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/098e7762d909bac47ce1dbabe6dfd06294cb9d58,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h2wq-prv9-2f56,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"input_min=tf.constant([], shape=[0], dtype=tf.float64),
input_max=tf.constant(-10, shape=[], dtype=tf.float64),","input_min, input_max",N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/290bb05c80c327ed74fae1d089f1001b1e2a4ef7,tf.raw_ops,tf.raw_ops.TensorSummaryV2 ,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2p9q-h29j-3f5v,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,serialized_summary_metadata=tf.io.encode_base64(np.empty((0))),axis,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/61bf91e768173b001d56923600b40d9a95a04ad5,tf.sparse,tf.sparse.split,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-43q8-3fv7-pr5x,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"axis = [1, 2]",axis,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6f4d3e8139ec724dbbcb40505891c81dd1052c4a,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4qx-4fjv-hmw6,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,"dense_shape=[2 ** 31, 2 ** 32],",dense_shape,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/53b0dd6dc5957652f35964af16b892ec9af4a559,tf.raw_ops,tf.raw_ops.QuantizedMaxPool,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3mw4-6rj6-74g5,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,"input = tf.constant([[[[4]]]], dtype=tf.quint8)","min_input, max_input",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ba4e8ac4dc2991e350d5cc407f8598c8d4ee70fb,tf.raw_ops,tf.raw_ops.FractionalMaxPool,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-87v6-crgm-2gfj,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"value=tf.constant(value=[[[[1, 4, 2, 3]]]], dtype=tf.int64),
pooling_ratio=[1.0, 1.44, 1.73, 1.0]",pooling_ratio,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/b51b82fe65ebace4475e3c54eb089c18a4403f1c,tf.raw_ops,tf.raw_ops.AddManySparseToTensorsMap,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6445-fm66-fvq2,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"sparse_indices=[(0,0),(0,1),(0,2),(4,3),(5,0),(5,1)],
sparse_values=[1,1,1,1,1,1],
sparse_shape=[2**32,2**32],",,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1b54cadd19391b60b6fcccd8d076426f7221d5e8,tf.raw_ops,tf.raw_ops.SparseDenseCwiseDiv,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rrx2-r989-2c43,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,"sp_shape=np.array([92233720368., 92233720368]),",sp_shape,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f68fdab93fb7f4ddb4eb438c8fe052753c9413e8,tf.raw_ops,tf.raw_ops.StringNGrams,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-98j8-c9q4-r38g,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"pad_width=-5, ",pad_width,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e3749a6d5d1e8d11806d4a2e9cc3123d1a90b75e,tf.raw_ops,tf.raw_ops.ThreadPoolHandle,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c582-c96p-r5cq,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,num_threads=0x60000000,num_threads,N.A,memory consumption
Tensorflow,https://github.com/tensorflow/tensorflow/commit/08d7b00c0a5a20926363849f611729f53f3ec022,tf.raw_ops,tf.raw_ops.ConcatV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m4hf-j54p-p353,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,axis = 0xb500005b,axis,N.A,segfault
Tensorflow,https://github.com/tensorflow/tensorflow/commit/58b34c6c8250983948b5a781b426f6aa01fd47af,tf.raw_ops,tf.raw_ops.UnravelIndex,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-34f9-hjfq-rr8j,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,"dims=[0x100000,0x100000]",dims,integer overflow,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/002408c3696b173863228223d535f9de72a101a9,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vjg4-v33c-ggc4,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,"row_pooling_sequence=[-10,1,2,3],
col_pooling_sequence=[1,2,3,4],","row_pooling_sequence, col_pooling_sequence",out of bound read,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/b64638ec5ccaa77b7c1eb90958e3d85ce381f91b,tf.raw_ops,tf.raw_ops.Dequantize,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c6fh-56w7-fvjw,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,"axis=2**31-1,",axis,N.A,integer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/37c01fb5e25c3d80213060460196406c43d31995,tf.raw_ops,tf.raw_ops.ReverseSequence,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6gmv-pjp9-p8w8,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,batch_dim = -10,batch_dim,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/3218043d6d3a019756607643cf65574fbfef5d7a,tf.raw_ops,tf.raw_ops.AvgPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v3f7-j968-4h5f,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,"strides=[1,1,1,0],",strides,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/67bfd9feeecfb3c61d80f0e46d89c170fbee682b,tf.raw_ops,tf.raw_ops.SparseFillEmptyRows,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rg3m-hqc5-344v,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"indices=[[0,0],[0,0],[0,0]],
values=['sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss'],","indices
values",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/25d622ffc432acc736b14ca3904177579e733cc6,tf.raw_ops,tf.raw_ops.SplitV,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cpf4-wx82-gxp6,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,"size_splits=[-1, -2]",size_splits,N.A,segfault
Tensorflow,https://github.com/tensorflow/tensorflow/commit/af5fcebb37c8b5d71c237f4e59c6477015c78ce6,tf.raw_ops,tf.raw_ops.CudnnRNNV3,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cqv6-3phm-hcwx,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"input=[0.1, 0.1],
input_h=[0.5],","input
input_h",heap buffer overflow,invalid memory access
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a8ad3e5e79c75f36edb81e0ba3f3c0c5442aeddc,tf.raw_ops,tf.raw_ops.AllToAll,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9crf-c6qr-r273,Zero integer argument,"A zero integer argument in Python refers to an integer value of zero (0) that is passed as an argument to a function, method, or operation. It represents a numerical value of zero that is used as input for a specific computation or functionality.",Integer,split_count=0,split_count,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ca38dab9d3ee66c5de06f11af9a4b1200da5ef75,tf.raw_ops,tf.raw_ops.CollectiveReduceV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gpfh-jvf9-7wg5,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"group_size=[-10, -10, -10],
group_key=[-10, -10],","group_size
group_key",N.A,memory leak
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e6cf28c72ba2eb949ca950d834dd6d66bb01cfae,tf.raw_ops,tf.raw_ops.SparseMatMul,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4f99-p9c2-3j8x,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,"a=[[1.0,1.0,1.0]],
b=[[],[],[]],","a
b",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/c79ba87153ee343401dbe9d1954d7f79e521eb14,tf.raw_ops,tf.raw_ops.Transpose,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3ff2-r28g-w7h9,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,perm=[-10],perm,N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/d3738dd70f1c9ceb547258cbb82d853da8771850,tf.raw_ops,tf.raw_ops.DeserializeSparse,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x3v8-c8qx-3j3r,Scalar input tensor,"A scalar input tensor refers to a tensor with a rank of 0, meaning it has zero dimensions. In other words, a scalar input tensor represents a single value without any additional structure or dimensions.",Tensor,dataset = tf.data.Dataset.range(3),serialized_sparse,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,tf.ragged,tf.ragged.cross,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vwhq-49r4-gj9v,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"[tf.ragged.constant([['1']]),'2']","[tf.ragged.constant([['1']]),'2']",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a0d64445116c43cf46a5666bd4eee28e7a82f244,tf.raw_ops,tf.raw_ops.QuantizeV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cvgx-3v3q-m36c,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"axis=-100,",axis,N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/7cf73a2274732c9d82af51c2bc2cf90d13cd7e6d,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-49rx-x2rw-pc6f,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"axis=-100,",axis,N.A,out of bound read
